time,hvac_reaAhu_THeaCoiSup_y
1124160,319.3705693283531
1124190,319.3725499971501
1124220,319.37453063892735
1124250,319.37651125368535
1124280,319.37849184142436
1124310,319.3804724021448
1124340,319.3824529358469
1124370,319.38443344253136
1124400,319.38641392219813
1124430,319.388394368624
1124460,319.3903747919803
1124490,319.39235519009674
1124520,319.3943355615307
1124550,319.3963159060602
1124580,319.39829622361134
1124610,319.4002765141601
1124640,319.4022567776984
1124670,319.40423701422384
1124700,319.40621722373606
1124730,319.4081974062349
1124760,319.4101775617207
1124790,319.41215769019385
1124820,319.4141377916547
1124850,319.4161178661036
1124880,319.4180979135409
1124910,319.42007793396704
1124940,319.4220579273822
1124970,319.424037893787
1125000,319.4260178331816
1125030,319.4279977389763
1125060,319.4299776172531
1125090,319.4319574711182
1125120,319.43393730097574
1125150,319.4359171048255
1125180,319.4378968820007
1125210,319.43987663227955
1125240,319.44185635558824
1125270,319.4438360519025
1125300,319.4458157212145
1125330,319.4477953635217
1125360,319.4497749788237
1125390,319.45175456712064
