timestamp,damper_position
2024-01-01 00:00:00,-6.521111874380464e-08
2024-01-01 00:00:30,-6.449528502044964e-08
2024-01-01 00:01:00,-6.364028103856552e-08
2024-01-01 00:01:30,-6.2724741365954e-08
2024-01-01 00:02:00,-6.175303461582374e-08
2024-01-01 00:02:30,-6.072016814835175e-08
2024-01-01 00:03:00,-5.965110530963645e-08
2024-01-01 00:03:30,-5.8558951852870105e-08
2024-01-01 00:04:00,-5.7454317190530034e-08
2024-01-01 00:04:30,-5.634219398266337e-08
2024-01-01 00:05:00,-5.5223830389813804e-08
2024-01-01 00:05:30,-5.411295622298937e-08
2024-01-01 00:06:00,-5.300769922232133e-08
2024-01-01 00:06:30,-5.191180387092218e-08
2024-01-01 00:07:00,-5.0826518320370295e-08
2024-01-01 00:07:30,-4.97530907217067e-08
2024-01-01 00:08:00,-4.8694641472314566e-08
2024-01-01 00:08:30,-4.764992239316278e-08
2024-01-01 00:09:00,-4.66195575524126e-08
2024-01-01 00:09:30,-4.560105060807954e-08
2024-01-01 00:10:00,-4.4600642367234445e-08
2024-01-01 00:10:30,-4.360959566886369e-08
2024-01-01 00:11:00,-4.2632903156533403e-08
2024-01-01 00:11:30,-4.166994073605424e-08
2024-01-01 00:12:00,-4.071946023207177e-08
2024-01-01 00:12:30,-3.978208571501561e-08
2024-01-01 00:13:00,-3.885719309218889e-08
2024-01-01 00:13:30,-3.794353418989016e-08
2024-01-01 00:14:00,-3.704110899814393e-08
2024-01-01 00:14:30,-3.61505415886835e-08
2024-01-01 00:15:00,-3.5271831951905005e-08
2024-01-01 00:15:30,-3.4401859671778036e-08
2024-01-01 00:16:00,-3.3544993308980825e-08
2024-01-01 00:16:30,-3.2697488366925185e-08
2024-01-01 00:17:00,-3.185996891875841e-08
2024-01-01 00:17:30,-3.103305903764601e-08
2024-01-01 00:18:00,-3.021675871567799e-08
2024-01-01 00:18:30,-2.9409819783038647e-08
2024-01-01 00:19:00,-2.8613490394511243e-08
2024-01-01 00:19:30,-2.7826522380842548e-08
2024-01-01 00:20:00,-2.7052036139818575e-08
2024-01-01 00:20:30,-2.628503901701756e-08
2024-01-01 00:21:00,-2.5529275491404998e-08
2024-01-01 00:21:30,-2.4784121475489563e-08
2024-01-01 00:22:00,-2.4048328801333045e-08
2024-01-01 00:22:30,-2.332376970518599e-08
2024-01-01 00:23:00,-2.2608571938786977e-08
2024-01-01 00:23:30,-2.1903983657845594e-08
2024-01-01 00:24:00,-2.1209380776037445e-08
2024-01-01 00:24:30,-2.05253873685652e-08
2024-01-01 00:25:00,-1.9853251591261072e-08
2024-01-01 00:25:30,-1.9189228955439606e-08
2024-01-01 00:26:00,-1.8535815778551695e-08
2024-01-01 00:26:30,-1.7893012055748933e-08
2024-01-01 00:27:00,-1.726019370186877e-08
2024-01-01 00:27:30,-1.6638608873358134e-08
2024-01-01 00:28:00,-1.602576124406682e-08
2024-01-01 00:28:30,-1.5423523051193394e-08
2024-01-01 00:29:00,-1.483127021028282e-08
2024-01-01 00:29:30,-1.4246506396043901e-08
2024-01-01 00:30:00,-1.3673600167361075e-08
2024-01-01 00:30:30,-1.3108807038562243e-08
2024-01-01 00:31:00,-1.2553375166963509e-08
2024-01-01 00:31:30,-1.2005432308459329e-08
2024-01-01 00:32:00,-1.1468098861340148e-08
2024-01-01 00:32:30,-1.093575810033084e-08
2024-01-01 00:33:00,-1.0412154504201329e-08
2024-01-01 00:33:30,-9.896663989970153e-09
2024-01-01 00:34:00,-9.388038394637276e-09
2024-01-01 00:34:30,-8.886277715772576e-09
2024-01-01 00:35:00,-8.3913819510368e-09
2024-01-01 00:35:30,-7.900230697394621e-09
2024-01-01 00:36:00,-7.417192513863932e-09
2024-01-01 00:36:30,-6.938522917477025e-09
2024-01-01 00:37:00,-6.462973746095192e-09
2024-01-01 00:37:30,-5.992417238278148e-09
2024-01-01 00:38:00,-5.525605232005532e-09
2024-01-01 00:38:30,-5.061289565381603e-09
2024-01-01 00:39:00,-4.59884615670554e-09
2024-01-01 00:39:30,-4.1395231645769915e-09
2024-01-01 00:40:00,-3.6820724272797836e-09
2024-01-01 00:40:30,-3.2233735429786797e-09
2024-01-01 00:41:00,-2.7659228305163455e-09
2024-01-01 00:41:30,-2.30722396820813e-09
2024-01-01 00:42:00,-1.8491491948113962e-09
2024-01-01 00:42:30,-1.3873299485465138e-09
2024-01-01 00:43:00,-9.236384681726352e-10
2024-01-01 00:43:30,-4.5807475226144827e-10
