timestamp,hvac_reaAhu_TRet_y
2024-01-01 00:00:00,22.213142467118587
2024-01-01 00:00:30,22.213142468090098
2024-01-01 00:01:00,22.2131448309176
2024-01-01 00:01:30,22.213144943061764
2024-01-01 00:02:00,22.213145048247668
2024-01-01 00:02:30,22.213145277403555
2024-01-01 00:03:00,22.213145558235567
2024-01-01 00:03:30,22.21314583912607
2024-01-01 00:04:00,22.213146086060704
2024-01-01 00:04:30,22.21315942193212
2024-01-01 00:05:00,22.213164680726663
2024-01-01 00:05:30,22.213161857442287
2024-01-01 00:06:00,22.21315347488553
2024-01-01 00:06:30,22.213139257774742
2024-01-01 00:07:00,22.21311921932005
2024-01-01 00:07:30,22.21309477249764
2024-01-01 00:08:00,22.213067474117395
2024-01-01 00:08:30,22.213038311925743
2024-01-01 00:09:00,22.213007956615854
2024-01-01 00:09:30,22.21297703824206
2024-01-01 00:10:00,22.212946116775242
2024-01-01 00:10:30,22.21291559366489
2024-01-01 00:11:00,22.21288573516847
2024-01-01 00:11:30,22.21285651526273
2024-01-01 00:12:00,22.21282751500729
2024-01-01 00:12:30,22.212798797582025
2024-01-01 00:13:00,22.21277075549682
2024-01-01 00:13:30,22.21274355375408
2024-01-01 00:14:00,22.212717086242492
2024-01-01 00:14:30,22.21269123820855
2024-01-01 00:15:00,22.21266598349098
2024-01-01 00:15:30,22.212641299153802
2024-01-01 00:16:00,22.212617114596014
2024-01-01 00:16:30,22.212593340986018
2024-01-01 00:17:00,22.212569907942054
2024-01-01 00:17:30,22.212546758067788
2024-01-01 00:18:00,22.21252383422916
2024-01-01 00:18:30,22.212501077596528
2024-01-01 00:19:00,22.212478436038282
2024-01-01 00:19:30,22.212455867237793
2024-01-01 00:20:00,22.212433336251934
2024-01-01 00:20:30,22.212410812532596
2024-01-01 00:21:00,22.212388272794044
2024-01-01 00:21:30,22.212365699784357
2024-01-01 00:22:00,22.212343083635233
2024-01-01 00:22:30,22.212320420730634
2024-01-01 00:23:00,22.212297711771612
2024-01-01 00:23:30,22.212274964241317
2024-01-01 00:24:00,22.2122521895501
2024-01-01 00:24:30,22.212229404369907
2024-01-01 00:25:00,22.21220662994284
2024-01-01 00:25:30,22.2121838898791
2024-01-01 00:26:00,22.21216121278667
2024-01-01 00:26:30,22.212138628935975
2024-01-01 00:27:00,22.212116172781236
2024-01-01 00:27:30,22.21209387942133
2024-01-01 00:28:00,22.212071786934928
2024-01-01 00:28:30,22.212049935210814
2024-01-01 00:29:00,22.21202836410737
2024-01-01 00:29:30,22.212007116620953
2024-01-01 00:30:00,22.211986234767892
