time,hvac_reaAhu_THeaCoiRet_y
6751320,320.2023582636962
6751350,320.20432728662223
6751380,320.20629628269415
6751410,320.2082652519059
6751440,320.2102341942572
6751470,320.2122031097491
6751500,320.21417199838197
6751530,320.216140860156
6751560,320.2181096950715
6751590,320.22007850312906
6751620,320.22204728432877
6751650,320.2240160386712
6751680,320.2259847661566
6751710,320.22795346678544
6751740,320.22992214055796
6751770,320.2318907874746
6751800,320.23385940753576
6751830,320.23582799614553
6751860,320.2377965600639
6751890,320.2397650993344
6751920,320.2417336119674
6751950,320.24370209775503
6751980,320.24567055669064
6752010,320.24763898877336
6752040,320.24960739125936
6752070,320.25157576026635
6752100,320.25354411089654
6752130,320.2555124354056
6752160,320.257480733174
6752190,320.2594490041285
6752220,320.2614172482449
6752250,320.26338546551534
6752280,320.26535365593753
6752310,320.26732181951087
6752340,320.2692899562354
6752370,320.27125806611144
6752400,320.2732261491393
6752430,320.2751942042472
6752460,320.277162226407
6752490,320.279130224418
6752520,320.2810981985654
6752550,320.2830661468608
6752580,320.28503406864166
6752610,320.28700196368743
6752640,320.2889698319247
6752670,320.2909376733294
6752700,320.29290548789356
6752730,320.29487327561503
6752760,320.2968410364931
6752790,320.29880877052796
6752820,320.30077647771975
6752850,320.30274415806883
6752880,320.3047118115756
6752910,320.3066794382404
6752940,320.30864703806367
6752970,320.31061461104565
6753000,320.3125821571868
6753030,320.31454966924935
6753060,320.31651715561674
6753090,320.318484620036
6753120,320.3204520588039
6753150,320.3224194707459
6753180,320.3243868505735
6753210,320.32635420656686
6753240,320.32832153502807
6753270,320.3302888391596
6753300,320.3322561112606
6753330,320.33422335821757
6753360,320.3361905760343
6753390,320.3381577688053
6753420,320.34012493772246
6753450,320.34209208079824
6753480,320.3440591973703
6753510,320.34602628721825
6753540,320.3479933502686
6753570,320.3499603864974
6753600,320.3519273958967
6753630,320.35389437163326
6753660,320.35586132218145
6753690,320.3578282497975
6753720,320.35979514703206
6753750,320.3617620141752
6753780,320.36372886158665
6753810,320.3656956829982
6753840,320.3676624776896
6753870,320.36962924558753
6753900,320.37159598666784
6753930,320.3735627009228
6753960,320.37552938835
6753990,320.3774960489488
6754020,320.3794626827194
6754050,320.3814292896619
6754080,320.38339586977685
6754110,320.3853624230645
6754140,320.38732894952517
6754170,320.3892954491592
6754200,320.39126192196704
6754230,320.3932283585005
6754260,320.3951947684951
6754290,320.39716115971896
6754320,320.39912752455587
6754350,320.40109385388365
6754380,320.4030601533411
6754410,320.4050264383453
6754440,320.4069926965569
6754470,320.4089589279458
6754500,320.4109251325121
6754530,320.41289129684543
6754560,320.41485743435726
6754590,320.41682354504803
6754620,320.4187896289181
6754650,320.4207556859678
6754680,320.4227217161975
6754710,320.42468771960756
6754740,320.42665369619834
6754770,320.4286196459703
6754800,320.43058556892373
6754830,320.43255146946944
6754860,320.4345173435771
6754890,320.4364831979958
6754920,320.4384490265904
6754950,320.44041482869903
6754980,320.44238060410123
6755010,320.4443463527239
6755040,320.44631207454296
6755070,320.44827776955043
6755100,320.4502434377441
6755130,320.45220907912335
6755160,320.45417469368823
6755190,320.456140281439
6755220,320.458105842376
6755250,320.4600713764996
6755280,320.4620368838103
6755310,320.46400236430827
6755340,320.4659678179938
6755370,320.46793324486754
6755400,320.4698986449297
6755430,320.4718640146627
6755460,320.473829355277
6755490,320.47579466245645
6755520,320.47775995018446
6755550,320.47972520278995
6755580,320.4816904285863
6755610,320.48365562757414
6755640,320.4856208086897
6755670,320.4875859659757
6755700,320.4895510974468
6755730,320.4915162024413
6755760,320.49348128073893
6755790,320.4954463322666
6755820,320.497411357
6755850,320.4993763549314
6755880,320.50134132605854
6755910,320.5033062703807
6755940,320.5052711878981
6755970,320.50723607861084
6756000,320.5092009425194
6756030,320.51116577439853
6756060,320.5131305812681
6756090,320.51509536051975
6756120,320.51706011274797
6756150,320.519024841152
6756180,320.52098954374657
6756210,320.5229542198704
6756240,320.5249188693033
6756270,320.5268834919719
6756300,320.5288480878521
6756330,320.5308126569363
6756360,320.5327771992219
6756390,320.53474171470856
6756420,320.5367062033962
6756450,320.53867066528505
6756480,320.5406351003756
6756510,320.54259950866816
6756540,320.544563890163
6756570,320.5465282448605
6756600,320.5484925727611
6756630,320.5504568672335
6756660,320.55242113798477
6756690,320.55438538129596
6756720,320.5563495975467
6756750,320.55831378997965
6756780,320.56027795661043
6756810,320.56224209677754
6756840,320.56420621026103
6756870,320.5661702969876
6756900,320.5681343569331
6756930,320.5700983900898
6756960,320.57206239645535
6756990,320.57402637602917
6757020,320.57599032881126
6757050,320.577954254802
6757080,320.57991815400163
6757110,320.58188202641065
6757140,320.5838458720292
6757170,320.58580969085784
6757200,320.58777348289686
6757230,320.58973724142254
6757260,320.59170097215315
6757290,320.5936646726139
6757320,320.5956283574254
6757350,320.59759201124996
6757380,320.59955562916576
6757410,320.6015192202949
6757440,320.6034827846377
6757470,320.6054463221946
6757500,320.60740983296586
6757530,320.6093733169519
6757560,320.611336774153
6757590,320.6133002045697
6757620,320.61526360820227
6757650,320.617226985051
6757680,320.6191903351164
6757710,320.62115365839867
6757740,320.6231169548983
6757770,320.6250802246157
6757800,320.6270434675511
6757830,320.6290066882903
6757860,320.6309698776629
6757890,320.6329330402546
6757920,320.63489617606587
6757950,320.63685928509693
6757980,320.6388223673483
6758010,320.64078542282033
6758040,320.64274845151334
6758070,320.64471145342765
6758100,320.64667442856376
6758130,320.64863737692184
6758160,320.6506002985024
6758190,320.6525631933058
6758220,320.6545260613324
6758250,320.65648890258245
6758280,320.6584517170565
6758310,320.6604145047547
6758340,320.6623772656777
6758370,320.66433999982564
6758400,320.666302707199
6758430,320.66826539358857
6758460,320.6702280474137
6758490,320.6721906833896
6758520,320.674153295567
6758550,320.67611588196286
6758580,320.67807844191645
6758610,320.6800409752079
6758640,320.6820034817639
6758670,320.68396596156043
6758700,320.6859284145898
6758730,320.6878908408495
6758760,320.689853240339
6758790,320.69181561305845
6758820,320.6937779590081
6758850,320.6957402781882
6758880,320.69770257059923
6758910,320.6996648362415
6758940,320.70162707511525
6758970,320.70358928722095
6759000,320.7055514725591
6759030,320.70751362394645
6759060,320.7094757423671
6759090,320.71143783402147
6759120,320.7133998989099
6759150,320.715361937033
6759180,320.71732394839086
6759210,320.71928593298406
6759240,320.7212478908128
6759270,320.72320982187756
6759300,320.7251717261786
6759330,320.72713360371637
6759360,320.7290954544912
6759390,320.73105727850344
6759420,320.7330190757534
6759450,320.7349808462416
6759480,320.7369425899684
6759510,320.73890430693405
6759540,320.74086599713894
6759570,320.7428276605835
6759600,320.744789297268
6759630,320.74675091187225
6759660,320.7487125001665
6759690,320.75067406882727
6759720,320.75263561183476
6759750,320.75459711961037
6759780,320.7565586046562
6759810,320.7585200659191
6759840,320.7604815012886
6759870,320.7624429102892
6759900,320.76440429267655
6759930,320.766365648365
6759960,320.7683269773199
6759990,320.7702882795278
6760020,320.7722495549839
6760050,320.7742108036864
6760080,320.77617202563493
6760110,320.77813322082955
6760140,320.7800943892704
6760170,320.78205553095785
6760200,320.7840166458923
6760230,320.7859777266615
6760260,320.7879387802238
6760290,320.78989981392573
6760320,320.7918608218281
6760350,320.7938218030021
6760380,320.79578275742574
6760410,320.797743685099
6760440,320.79970458602213
6760470,320.8016654601956
6760500,320.8036263076196
6760530,320.8055871282945
6760560,320.8075479222208
6760590,320.80950868939874
6760620,320.8114694298287
6760650,320.8134301435111
6760680,320.8153908304463
6760710,320.8173514906346
6760740,320.8193121240764
6760770,320.8212727307721
6760800,320.823233310722
6760830,320.46736122170887
6760860,319.70647333552637
6760890,319.0849710565703
6760920,318.7555886883462
6760950,318.6103550995313
6760980,318.55966624450383
6761010,318.55260927810446
6761040,318.5627177023613
6761070,318.5772991033025
6761100,318.590983384857
6761130,318.60195701761216
6761160,318.61004534960756
6761190,318.615697352121
6761220,318.61951215240606
6761250,318.6220335200371
6761280,318.6236888070928
6761310,318.62478950344183
6761340,318.62554725097203
6761370,318.6260999204288
6761400,318.6265337504611
6761430,318.6269030179914
6761460,318.62723791251165
6761490,318.62755461144434
6761520,318.62786379403104
6761550,318.6281698410117
6761580,318.62847507522423
6761610,318.62878051033243
6761640,318.6290864560225
6761670,318.6293929560889
6761700,318.6296998988561
6761730,318.6300071786432
6761760,318.63031469649394
6761790,318.6306223749564
6761820,318.63093015565175
6761850,318.63123799997396
6761880,318.63154588247056
6761910,318.6318537873578
6761940,318.63216170396913
6761970,318.6324696271148
6762000,318.63277755340283
6762030,318.6330854815244
6762060,318.63339341017934
6762090,318.6337013389259
6762120,318.6340092675859
6762150,318.6343171960984
6762180,318.63462512448814
6762210,318.6349330527839
6762240,318.63524098101294
6762270,318.6355489091957
6762300,318.63585683734937
6762330,318.6361647654854
6762360,318.6364726936104
6762390,318.63678062172943
6762420,318.63708854984503
6762450,318.637396477959
6762480,318.6377044060721
6762510,318.63801233418485
6762540,318.63832026229744
6762570,318.63862819041003
6762600,318.6389361185227
6762630,318.6392440476077
6762660,318.639551977712
6762690,318.63985990717674
6762720,318.640167835886
6762750,318.6404757641556
6762780,318.64078369222744
6762810,318.6410916202217
6762840,318.6413995482165
6762870,318.6417074762337
6762900,318.64201540427604
6762930,318.6423233323401
6762960,318.6426312604209
6762990,318.6429391885136
6763020,318.64324711661425
6763050,318.64355504471985
6763080,318.6438629728288
6763110,318.6441709009395
6763140,318.6444788290511
6763170,318.64478675716316
6763200,318.6450946852756
6763230,318.64540261390886
6763260,318.64571054307913
6763290,318.6460184719177
6763320,318.64632640035825
6763350,318.64663432855036
6763380,318.64694225662896
6763410,318.647250184677
6763440,318.64755811272784
6763470,318.6478660407902
6763500,318.6481739688654
6763530,318.64848189695203
6763560,318.64878982504786
6763590,318.6490977531499
6763620,318.6494056812561
6763650,318.649713609365
6763680,318.6500215374754
6763710,318.65032946558676
6763740,318.65063739369856
6763770,318.6509453218107
6763800,318.65125324992306
6763830,318.6515611772086
6763860,318.65186910362775
6763890,318.65217703060944
6763920,318.65248495822806
6763950,318.6527928862173
6763980,318.65310081436724
6764010,318.6534087425696
6764040,318.65371667077346
6764070,318.654024598963
6764100,318.65433252713393
6764130,318.65464045528705
6764160,318.65494838342624
6764190,318.6552563115557
6764220,318.65556423967877
6764250,318.65587216779767
6764280,318.6561800959138
6764310,318.6564880240283
6764340,318.65679595214186
6764370,318.6571038802549
6764400,318.6574118083677
6764430,313.73409181790976
6764460,314.263936015226
6764490,314.62851953716057
6764520,314.57013675203416
6764550,314.5195739086087
6764580,314.48968446104817
6764610,314.47262964694136
6764640,314.4632073984376
6764670,314.45824732271114
6764700,314.45599207786563
6764730,314.45532011831597
6764760,314.45556832067604
6764790,314.45637629886716
6764820,314.45751766804483
6764850,314.45885437547605
6764880,314.4603025049428
6764910,314.46182092800234
6764940,314.4633788299905
6764970,314.46496052025094
6765000,314.46655560015324
6765030,314.4681569520084
6765060,314.46976249183524
6765090,314.4713700343721
6765120,314.4729782983584
6765150,314.4745865644978
6765180,314.4761944725239
6765210,314.4662730509041
6765240,314.4535936894471
6765270,314.4384801979216
6765300,314.4308762485493
6765330,314.430207745025
6765360,314.402101536488
6765390,314.3365526722459
6765420,314.31736434769937
6765450,314.31443197480843
6765480,314.3152255217861
6765510,314.3167547343084
6765540,314.31842491834425
6765570,314.32011829784574
6765600,314.32181490626243
6765630,314.273191204969
6765660,306.1004568187399
6765690,306.1032064307099
6765720,306.1032022289741
6765750,306.1032022379803
6765780,306.1032022379812
6765810,306.1032022379812
6765840,306.1032022379812
6765870,306.1032022379812
6765900,306.1032022379812
6765930,306.1032022379812
6765960,306.1032022379812
6765990,306.1032022379812
6766020,306.1032022379812
6766050,306.1032022379812
6766080,306.1032022379812
6766110,306.1032022379812
6766140,306.1032022379812
6766170,306.1032022379812
6766200,306.1032022379812
6766230,311.7097452688255
6766260,310.1396727932127
6766290,310.22978615707393
6766320,310.48040022627305
6766350,310.6269888366071
6766380,310.6979951284927
6766410,310.7313526315188
6766440,310.74842324740285
6766470,310.7810877258723
6766500,310.81969468083133
6766530,310.8433130734399
6766560,310.86697846305987
6766590,310.8886822509854
6766620,310.9158005288238
6766650,310.9389874049143
6766680,310.9525854463176
6766710,310.9605935139204
6766740,311.03715229393464
6766770,311.1161899804191
6766800,311.1603927800393
6766830,304.14480973792536
6766860,304.12943965947346
6766890,304.1294396592691
6766920,304.12943965920874
6766950,304.12943965920954
6766980,304.12943965920954
6767010,304.12943965920954
6767040,304.12943965920954
6767070,304.12943965920954
6767100,304.12943965920954
6767130,304.12943965920954
6767160,304.12943965920954
6767190,304.12943965920954
6767220,304.12943965920954
6767250,304.12943965920954
6767280,304.12943965920954
6767310,304.12943965920954
6767340,304.12943965920954
6767370,304.12943965920954
6767400,304.12943965920954
6767430,310.1203690138669
6767460,309.2818839158188
6767490,309.8138492645449
6767520,310.184535406377
6767550,310.3612876187497
6767580,310.4763144022829
6767610,310.5639494340066
6767640,310.63817814135666
6767670,310.73610753681885
6767700,310.8808517518271
6767730,310.9881405614545
6767760,311.0655739699087
6767790,311.1115955377567
6767820,311.1385920936434
6767850,311.1555615386618
6767880,311.1672783888449
6767910,311.1761039907436
6767940,311.18325983595867
6767970,311.1893733491967
6768000,311.19478082477303
6768030,304.32020682107793
6768060,304.3051540450127
6768090,304.30513780189045
6768120,304.30513780189045
6768150,304.30513780189045
6768180,304.30513780189045
6768210,304.30513780189045
6768240,304.30513780189045
6768270,304.30513780189045
6768300,304.30513780189045
6768330,304.30513780189045
6768360,304.30513780189045
6768390,304.30513780189045
6768420,304.30513780189045
6768450,304.30513780189045
6768480,304.30513780189045
6768510,304.30513780189045
6768540,304.30513780189045
6768570,304.30513780189045
6768600,304.30513780189045
6768630,310.1876719922707
6768660,309.33008292434465
6768690,309.84343794741164
6768720,310.2900571234825
6768750,310.52691414234295
6768780,310.6396224999548
6768810,310.6990557686671
6768840,310.74399893145437
6768870,310.860298011224
6768900,310.9873139011612
6768930,311.0664002522035
6768960,311.10665534710006
6768990,311.1262396719407
6769020,311.1359500395309
6769050,311.14112451591853
6769080,311.14419992237345
6769110,311.14630901607524
6769140,311.1479717120512
6769170,311.1494072553051
6769200,311.15071770387806
6769230,304.3848341623683
6769260,304.37053740574027
6769290,304.37053671878004
6769320,304.3705364752496
6769350,304.3705364752496
6769380,304.3705364752496
6769410,304.3705364752496
6769440,304.3705364752496
6769470,304.3705364752496
6769500,304.3705364752496
6769530,304.3705364752496
6769560,304.3705364752496
6769590,304.3705364752496
6769620,304.3705364752496
6769650,304.3705364752496
6769680,304.3705364752496
6769710,304.3705364752496
6769740,304.3705364752496
6769770,304.3705364752496
6769800,304.3705364752496
6769830,310.17799329288863
6769860,309.3255414181406
6769890,309.8265140724272
6769920,310.2661953267288
6769950,310.50041687993536
6769980,310.61187582592237
6770010,310.66834680669683
6770040,310.7172206319585
6770070,310.83768491324776
6770100,310.9530259046169
6770130,311.0302630123632
6770160,311.07035175319686
6770190,311.089519822494
6770220,311.09845754217883
6770250,311.1026249750573
6770280,311.1046082561267
6770310,311.1055901709358
6770340,311.10610991521924
6770370,311.10641270133885
6770400,311.106607988645
6770430,304.3758958729621
6770460,304.36315040175685
6770490,304.3630490199656
6770520,304.36304964964773
6770550,304.36304965140175
6770580,304.36304965140175
6770610,304.36304965140175
6770640,304.36304965140175
6770670,304.36304965140175
6770700,304.36304965140175
6770730,304.36304965140175
6770760,304.36304965140175
6770790,304.36304965140175
6770820,304.36304965140175
6770850,304.36304965140175
6770880,304.36304965140175
6770910,304.36304965140175
6770940,304.36304965140175
6770970,304.36304965140175
6771000,304.36304965140175
6771030,310.15088667427557
6771060,309.3078650269222
6771090,309.8130324132561
6771120,310.2545938306026
6771150,310.489686218214
6771180,310.6017880645919
6771210,310.66859389943556
6771240,310.71425078716425
6771270,310.83196324992025
6771300,310.9390484972861
6771330,311.0150730365237
6771360,311.056527794336
6771390,311.0765831152513
6771420,311.0858669428649
6771450,311.09008465066074
6771480,311.09197786439415
6771510,311.09282965404554
6771540,311.09318736795984
6771570,311.09334962774113
6771600,311.09342584220354
6771630,304.363648588048
6771660,304.35095154612895
6771690,304.3507029324173
6771720,304.350702411968
6771750,304.3507024042615
6771780,304.3507024042615
6771810,304.3507024042615
6771840,304.3507024042615
6771870,304.3507024042615
6771900,304.3507024042615
6771930,304.3507024042615
6771960,304.3507024042615
6771990,304.3507024042615
6772020,304.3507024042615
6772050,304.3507024042615
6772080,304.3507024042615
6772110,304.3507024042615
6772140,304.3507024042615
6772170,304.3507024042615
6772200,304.3507024042615
6772230,310.17586920358394
6772260,309.3444579812366
6772290,309.85225273123984
6772320,310.2944347805465
6772350,310.52986769916316
6772380,310.64188870516233
6772410,310.69332842785434
6772440,310.73113938359927
6772470,310.7599884713938
6772500,310.8533203239999
6772530,310.9641282565858
6772560,311.03035614504176
6772590,311.06334910019416
6772620,311.0788228020778
6772650,311.08591650093115
6772680,311.0891406193693
6772710,311.0906124791529
6772740,311.09127152764256
6772770,311.091574660432
6772800,311.09171032198066
6772830,304.362533704474
6772860,304.3477862128526
6772890,304.34778024454863
6772920,304.3477822737442
6772950,304.3477823222371
6772980,304.3477823222371
6773010,304.3477823222371
6773040,304.3477823222371
6773070,304.3477823222371
6773100,304.3477823222371
6773130,304.3477823222371
6773160,304.3477823222371
6773190,304.3477823222371
6773220,304.3477823222371
6773250,304.3477823222371
6773280,304.3477823222371
6773310,304.3477823222371
6773340,304.3477823222371
6773370,304.3477823222371
6773400,304.3477823222371
6773430,310.1751057406908
6773460,309.34407806186505
6773490,309.852122069469
6773520,310.2944293097125
6773550,310.52992720165713
6773580,310.64197342389383
6773610,310.6984895500429
6773640,310.7411811027952
6773670,310.76522982643104
6773700,310.82617635163416
6773730,310.9434248691782
6773760,311.0193876525393
6773790,311.05811770841353
6773820,311.07643090525704
6773850,311.0848558817871
6773880,311.0886907728659
6773910,311.0904327263923
6773940,311.0912202833622
6773970,311.09157957896406
6774000,311.0917432259873
6774030,304.36256806183593
6774060,304.34783341979437
6774090,304.34783472675525
6774120,304.3478358576248
6774150,304.34783585176456
6774180,304.34783585176456
6774210,304.34783585176456
6774240,304.34783585176456
6774270,304.34783585176456
6774300,304.34783585176456
6774330,304.34783585176456
6774360,304.34783585176456
6774390,304.34783585176456
6774420,304.34783585176456
6774450,304.34783585176456
6774480,304.34783585176456
6774510,304.34783585176456
6774540,304.34783585176456
6774570,304.34783585176456
6774600,304.34783585176456
6774630,310.1744232933982
6774660,309.34372249011255
6774690,309.8519762747909
6774720,310.2943827287377
6774750,310.5299300693309
6774780,310.642000282283
6774810,310.7056789456749
6774840,310.74678321192624
6774870,310.7681928861283
6774900,310.82224279882576
6774930,310.9395074743836
6774960,311.0172062185123
6774990,311.0570609393529
6775020,311.0759454322008
6775050,311.0846387363327
6775080,311.0885986855571
6775110,311.090388472848
6775140,311.09120516533545
6775170,311.0915751587554
6775200,311.0917426456851
6775230,304.3625678240282
6775260,304.3478258089908
6775290,304.3478336713793
6775320,304.3478335781995
6775350,304.3478335859734
6775380,304.3478335859734
6775410,304.3478335859734
6775440,304.3478335859734
6775470,304.3478335859734
6775500,304.3478335859734
6775530,304.3478335859734
6775560,304.3478335859734
6775590,304.3478335859734
6775620,304.3478335859734
6775650,304.3478335859734
6775680,304.3478335859734
6775710,304.3478335859734
6775740,304.3478335859734
6775770,304.3478335859734
6775800,304.3478335859734
6775830,310.1753304014223
6775860,309.3442291826588
6775890,309.8521927806745
6775920,310.2944567179874
6775950,310.5299382396084
6775980,310.64197966140154
6776010,310.70985596772647
6776040,310.74948330154126
6776070,310.76947104295436
6776100,310.8178513064535
6776130,310.9350959292579
6776160,311.0147187788326
6776190,311.05582033645305
6776220,311.07533843142824
6776250,311.0843291158594
6776280,311.088423453505
6776310,311.09027357747055
6776340,311.0911153488573
6776370,311.0914952847307
6776400,311.0916660317215
6776430,304.3623315363384
6776460,304.34896707383376
6776490,304.34890348485936
6776520,304.34890682279644
6776550,304.3489067545989
6776580,304.3489067545989
6776610,304.3489067545989
6776640,304.3489067545989
6776670,304.3489067545989
6776700,304.3489067545989
6776730,304.3489067545989
6776760,304.3489067545989
6776790,304.3489067545989
6776820,304.3489067545989
6776850,304.3489067545989
6776880,304.3489067545989
6776910,304.3489067545989
6776940,304.3489067545989
6776970,304.3489067545989
6777000,304.3489067545989
6777030,310.17444278626704
6777060,309.3436662184352
6777090,309.8518784295106
6777120,310.29426032703714
6777150,310.529798915294
6777180,310.64200206137485
6777210,310.7107535202004
6777240,310.74999945361424
6777270,310.7696033306109
6777300,310.8120652696432
6777330,310.9292782583361
6777360,311.0114429219724
6777390,311.05419285294954
6777420,311.07455260384165
6777450,311.08394180570593
6777480,311.0882119802583
6777510,311.09014750731046
6777540,311.09102624258867
6777570,311.0914301145357
6777600,311.0916124607668
6777630,304.3622935923427
6777660,304.3487939262643
6777690,304.34853785671174
6777720,304.3485423250967
6777750,304.34854234484476
6777780,304.34854234484476
6777810,304.34854234484476
6777840,304.34854234484476
6777870,304.34854234484476
6777900,304.34854234484476
6777930,304.34854234484476
6777960,304.34854234484476
6777990,304.34854234484476
6778020,304.34854234484476
6778050,304.34854234484476
6778080,304.34854234484476
6778110,304.34854234484476
6778140,304.34854234484476
6778170,304.34854234484476
6778200,304.34854234484476
6778230,310.17450532859874
6778260,309.3436813191221
6778290,309.8518671937141
6778320,310.29424848219577
6778350,310.52977744402585
6778380,310.6418429884343
6778410,310.70896909588987
6778440,310.74888947874484
6778470,310.7690057757305
6778500,310.808281366938
6778530,310.9253215155608
6778560,311.0092442369892
6778590,311.0531488173379
6778620,311.0740997989182
6778650,311.08377136845263
6778680,311.0881719122903
6778710,311.09016807040075
6778740,311.0910819335868
6778770,311.09149634824473
6778800,311.0916846688904
6778830,304.36253385150474
6778860,304.34755739910446
6778890,304.3475554198048
6778920,304.34755495756633
6778950,304.34755495694196
6778980,304.34755495694196
6779010,304.34755495694196
6779040,304.34755495694196
6779070,304.34755495694196
6779100,304.34755495694196
6779130,304.34755495694196
6779160,304.34755495694196
6779190,304.34755495694196
6779220,304.34755495694196
6779250,304.34755495694196
6779280,304.34755495694196
6779310,304.34755495694196
6779340,304.34755495694196
6779370,304.34755495694196
6779400,304.34755495694196
6779430,310.175967935715
6779460,309.3450705050481
6779490,309.85295568349
6779520,310.2952244315106
6779550,310.5307965100285
6779580,310.6429686973236
6779610,310.7066529536938
6779640,310.747932780458
6779670,310.76938029231343
6779700,310.8158209976725
6779730,310.933097998123
6779760,311.0145094936983
6779790,311.05682429640905
6779820,311.0770371723594
6779850,311.0864317788192
6779880,311.0907871952175
6779910,311.0928526219672
6779940,311.0938723147098
6779970,311.09441628032073
6780000,311.09474433313005
6780030,304.36957255510976
6780060,304.353797102382
6780090,304.35382258580273
6780120,304.3538231538386
6780150,304.35382269232696
6780180,304.35382269232696
6780210,304.35382269232696
6780240,304.35382269232696
6780270,304.35382269232696
6780300,304.35382269232696
6780330,304.35382269232696
6780360,304.35382269232696
6780390,304.35382269232696
6780420,304.35382269232696
6780450,304.35382269232696
6780480,304.35382269232696
6780510,304.35382269232696
6780540,304.35382269232696
6780570,304.35382269232696
6780600,304.35382269232696
6780630,310.1813177020165
6780660,309.349075913742
6780690,309.8545229659688
6780720,310.29554697608404
6780750,310.53066670605136
6780780,310.6426847058548
6780810,310.7015014639579
6780840,310.74396820875285
6780870,310.76711237216597
6780900,310.8256409232194
6780930,310.94162612269776
6780960,311.01879835523124
6780990,311.05844272562143
6781020,311.07727166077495
6781050,311.0859761603555
6781080,311.0899570920175
6781110,311.09177647635414
6781140,311.09261120046
6781170,311.09299545043405
6781200,311.0931729308267
6781230,304.3729136510759
6781260,304.35783583057275
6781290,304.3578368011627
6781320,304.357836944733
6781350,304.35783694212046
6781380,304.35783694212046
6781410,304.35783694212046
6781440,304.35783694212046
6781470,304.35783694212046
6781500,304.35783694212046
6781530,304.35783694212046
6781560,304.35783694212046
6781590,304.35783694212046
6781620,304.35783694212046
6781650,304.35783694212046
6781680,304.35783694212046
6781710,304.35783694212046
6781740,304.35783694212046
6781770,304.35783694212046
6781800,304.35783694212046
6781830,310.1779097088914
6781860,309.34608753115947
6781890,309.8516848771396
6781920,310.2926609468508
6781950,310.52759020782713
6781980,310.63933011750333
6782010,310.69244922333127
6782040,310.7346386613694
6782070,310.75964105350164
6782100,310.82741230402775
6782130,310.9413429435558
6782160,311.0159714810149
6782190,311.0539636623588
6782220,311.0717689113278
6782250,311.07977079694217
6782280,311.08321376087
6782310,311.0845588146583
6782340,311.08494416805974
6782370,311.0848861668243
6782400,311.0846191673864
6782430,304.3564494543386
6782460,304.3437362055999
6782490,304.34348293429144
6782520,304.34348306953717
6782550,304.3434830474352
6782580,304.3434830474352
6782610,304.3434830474352
6782640,304.3434830474352
6782670,304.3434830474352
6782700,304.3434830474352
6782730,304.3434830474352
6782760,304.3434830474352
6782790,304.3434830474352
6782820,304.3434830474352
6782850,304.3434830474352
6782880,304.3434830474352
6782910,304.3434830474352
6782940,304.3434830474352
6782970,304.3434830474352
6783000,304.3434830474352
6783030,310.1612270591391
6783060,309.33202739099534
6783090,309.84391297283565
6783120,310.2878396719913
6783150,310.5234717955737
6783180,310.6350164253619
6783210,310.68570460858433
6783240,310.717642416645
6783270,310.74598449665825
6783300,310.776478620414
6783330,310.88839271050637
6783360,310.9828843120144
6783390,311.033772818904
6783420,311.0579109675139
6783450,311.06863291396576
6783480,311.07306247341495
6783510,311.074597122616
6783540,311.0748156633469
6783570,311.0744344383695
6783600,311.0737775282708
6783630,304.31479282460805
6783660,304.3016495069463
6783690,304.30251455888225
6783720,304.30251245046065
6783750,304.30251257895765
6783780,304.30251257895765
6783810,304.30251257895765
6783840,304.30251257895765
6783870,304.30251257895765
6783900,304.30251257895765
6783930,304.30251257895765
6783960,304.30251257895765
6783990,304.30251257895765
6784020,304.30251257895765
6784050,304.30251257895765
6784080,304.30251257895765
6784110,304.30251257895765
6784140,304.30251257895765
6784170,304.30251257895765
6784200,304.30251257895765
6784230,310.135024358066
6784260,309.310867382088
6784290,309.8357427982762
6784320,310.2860086764804
6784350,310.52357271806187
6784380,310.635333272234
6784410,310.6857400305202
6784440,310.70911165230945
6784470,310.73754453613594
6784500,310.7716879478461
6784530,310.88490332710313
6784560,310.9810364067235
6784590,311.0324866980915
6784620,311.0566861229038
6784650,311.0672929368772
6784680,311.071555904716
6784710,311.0729167489121
6784740,311.07297941009716
6784770,311.0724525210514
6784800,311.0716580667618
6784830,304.2671952702272
6784860,304.25164035766454
6784890,304.25059770802835
6784920,304.25059271751627
6784950,304.25060788154076
6784980,304.25060788154076
6785010,304.25060788154076
6785040,304.25060788154076
6785070,304.25060788154076
6785100,304.25060788154076
6785130,304.25060788154076
6785160,304.25060788154076
6785190,304.25060788154076
6785220,304.25060788154076
6785250,304.25060788154076
6785280,304.25060788154076
6785310,304.25060788154076
6785340,304.25060788154076
6785370,304.25060788154076
6785400,304.25060788154076
6785430,310.112569896504
6785460,309.2925604225227
6785490,309.83177669119755
6785520,310.2891036736994
6785550,310.52880442986134
6785580,310.6409195361125
6785610,310.69120029188485
6785640,310.71316648976006
6785670,310.73410251029526
6785700,310.78573813357275
6785730,310.9092003268452
6785760,310.9984707948517
6785790,311.044439522997
6785820,311.06567269082313
6785850,311.0748744152042
6785880,311.07850909270087
6785910,311.07963983771316
6785940,311.0796314067714
6785970,311.0791487534214
6786000,311.07844250060566
6786030,304.2262038611322
6786060,304.21187364354523
6786090,304.21187360419356
6786120,304.2118736041632
6786150,304.2118736041632
6786180,304.2118736041632
6786210,304.2118736041632
6786240,304.2118736041632
6786270,304.2118736041632
6786300,304.2118736041632
6786330,304.2118736041632
6786360,304.2118736041632
6786390,304.2118736041632
