time,hvac_reaAhu_THeaCoiRet_y
6652800,286.2943798814157
6652830,286.2943798814157
6652860,286.2943798814157
6652890,286.2943798814157
6652920,286.2943798814157
6652950,286.2943798814157
6652980,286.2943798814157
6653010,286.2943798814157
6653040,286.2943798814157
6653070,286.2943798814157
6653100,286.2943798814157
6653130,286.2943798814157
6653160,286.2943798814157
6653190,286.2943798814157
6653220,286.2943798814157
6653250,286.2943798814157
6653280,286.2943798814157
6653310,286.2943798814157
6653340,286.2943798814157
6653370,286.2943798814157
6653400,286.2943798814157
6653430,287.056641474992
6653460,287.04563978401717
6653490,287.04803484302624
6653520,287.0504499610256
6653550,287.05286807946504
6653580,287.0552919755905
6653610,287.05771102471886
6653640,287.0601315504442
6653670,287.06255194878656
6653700,287.06497220535977
6653730,287.06739243448135
6653760,287.0698126432892
6653790,287.0722328190274
6653820,287.07465296069387
6653850,287.07707306909094
6653880,287.07949314447836
6653910,287.0819131868683
6653940,287.0843331962482
6653970,287.0867531726147
6654000,287.08917311596815
6654030,287.0915930236932
6654060,287.09401290075806
6654090,287.0964327450079
6654120,287.0988525562922
6654150,287.1012723345809
6654180,287.1036920798647
6654210,287.1061117921405
6654240,287.1085314714077
6654270,287.11095111766633
6654300,287.11337073091676
6654330,287.1157903111594
6654360,287.11820985839455
6654390,287.1206293726227
6654420,287.12304885384447
6654450,287.12546830206014
6654480,287.12788771727037
6654510,287.1303070994753
6654540,287.13272644867567
6654570,287.1351457648719
6654600,287.13756504806423
6654630,287.1399842950048
6654660,287.14240351180405
6654690,287.14482269598557
6654720,287.14724184716744
6654750,287.1496609626916
6654780,287.1520800466406
6654810,287.15449909880476
6654840,287.156918117983
6654870,287.15933710416175
6654900,287.16175605734134
6654930,287.1641749775219
6654960,287.16659386470434
6654990,287.1690127188888
6655020,287.1714315400759
6655050,287.1738503282659
6655080,287.17626908345943
6655110,287.17868780565686
6655140,287.1811064948585
6655170,287.183525151065
6655200,287.18594377427667
6655230,287.18836236166544
6655260,287.19078091836593
6655290,287.1931994423924
6655320,287.1956179335617
6655350,287.1980363917838
6655380,287.20045481702886
6655410,287.20287320928736
6655440,287.20529156855633
6655470,287.20770989483515
6655500,287.2101281881239
6655530,287.21254644842287
6655560,287.2149646757326
6655590,287.2173828700533
6655620,287.2198010313856
6655650,287.2222191597299
6655680,287.2246372550866
6655710,287.2270553174561
6655740,287.2294733468391
6655770,287.2318913432358
6655800,287.23430930664676
6655830,287.2367272317286
6655860,287.2391451291265
6655890,287.2415629901566
6655920,287.24398082091136
6655950,287.2463986193061
6655980,287.24881638480855
6656010,287.2512341173317
6656040,287.25365181687266
6656070,287.256069483432
6656100,287.25848711701
6656130,287.2609047176073
6656160,287.26332228522426
6656190,287.26573981986115
6656220,287.26815732151863
6656250,287.2705747901971
6656280,287.2729922258971
6656310,287.27540962861883
6656340,287.277826998363
6656370,287.2802443351299
6656400,287.28266163892005
6656430,287.2850789056283
6656460,287.2874961409256
6656490,287.2899133451776
6656520,287.2923305168618
6656550,287.29474765570717
6656580,287.29716476162366
6656610,287.2995818345817
6656640,287.30199887457155
6656670,287.3044158815904
6656700,287.3068328556375
6656730,287.3092497967129
6656760,287.3116667048171
6656790,287.31408357995036
6656820,287.31650042211317
6656850,287.31891723130593
6656880,287.3213340075292
6656910,287.3237507507833
6656940,287.3261674610687
6656970,287.32858413838585
6657000,287.33100078273526
6657030,287.3334173839533
6657060,287.3358339529306
6657090,287.3382504970907
6657120,287.3406670093703
6657150,287.34308348882007
6657180,287.34549993535
6657210,287.3479163489369
6657240,287.3503327295605
6657270,287.3527490772204
6657300,287.35516539191707
6657330,287.357581673651
6657360,287.3599979224225
6657390,287.3624141382321
6657420,287.36483032108026
6657450,287.36724647096736
6657480,287.3696625878939
6657510,287.37207867186027
6657540,287.374494722867
6657570,287.3769107409145
6657600,287.37932672600317
6657630,287.3817426683827
6657660,287.38415857869217
6657690,287.3865744635988
6657720,287.3889903168474
6657750,287.3914061371489
6657780,287.39382192449455
6657810,287.3962376788846
6657840,287.39865340031935
6657870,287.4010690887995
6657900,287.4034847371696
6657930,287.4059003542494
6657960,287.4083159420375
6657990,287.41073149809324
6658020,287.4131470216034
6658050,287.415562512297
6658080,287.4179779700843
6658110,287.4203933949355
6658140,287.4228087868411
6658170,287.42522414579804
6658200,287.4276394718058
6658230,287.4300547544603
6658260,287.43247000717366
6658290,287.4348852274784
6658320,287.43730042006877
6658350,287.4397155729035
6658380,287.44213069675567
6658410,287.44454578659094
6658440,287.44696084259414
6658470,287.44937587037015
6658500,287.45179085973365
6658530,287.4542058149258
6658560,287.456620739202
6658590,287.4590356361288
6658620,287.46145049360047
6658650,287.4638653181394
6658680,287.466280111524
6658710,287.4686948756264
6658740,287.4711096080068
6658770,287.4735243078524
6658800,287.47593897489276
6658830,287.4783536008231
6658860,287.4807681912935
6658890,287.4831827584738
6658920,287.48559729380486
6658950,287.48801179621415
6658980,287.4904262656869
6659010,287.4928407022221
6659040,287.49525510582004
6659070,287.49766947648124
6659100,287.5000838142061
6659130,287.50249811899516
6659160,287.5049123908488
6659190,287.50732662976753
6659220,287.50974083575187
6659250,287.5121550088021
6659280,287.5145691489188
6659310,287.5169832561022
6659340,287.51939733035294
6659370,287.52181137167145
6659400,287.5242253800581
6659430,287.5266393455174
6659460,287.52905327882877
6659490,287.5314671872782
6659520,287.53388106373916
